territory,country_code,Continent,year,renewables_perc_electricity,geo_biomass_other_TWh,solar_generation_TWh,wind_generation_TWh,hydro_generation_TWh
Algeria,DZA,Africa,1990,0.8383011,0,0,0,0.135
Algeria,DZA,Africa,1991,1.6892477,0,0,0,0.293
Algeria,DZA,Africa,1992,1.0882642,0,0,0,0.199
Algeria,DZA,Africa,1993,1.8182755,0,0,0,0.353
Algeria,DZA,Africa,1994,0.83488405,0,0,0,0.166
Algeria,DZA,Africa,1995,0.9789501,0,0,0,0.193
Algeria,DZA,Africa,1996,0.6536265,0,0,0,0.135
Algeria,DZA,Africa,1997,0.34888592,0,0,0,0.075
Algeria,DZA,Africa,1998,0.9242542,0,0,0,0.215
Algeria,DZA,Africa,1999,0.8199701,0,0,0,0.203
Algeria,DZA,Africa,2000,0.20929259,0,0,0,0.054
Algeria,DZA,Africa,2001,0.2796644,0,0,0,0.069
Algeria,DZA,Africa,2002,0.23085803,0,0,0,0.057
Algeria,DZA,Africa,2003,0.93491554,0,0,0,0.265
Algeria,DZA,Africa,2004,0.8506295,0,0,0,0.251
Algeria,DZA,Africa,2005,1.7235976,0,0,0,0.5553
Algeria,DZA,Africa,2006,0.6640507,0,0,0,0.2176
Algeria,DZA,Africa,2007,0.6289308,0,0,0,0.226
Algeria,DZA,Africa,2008,0.74015325,0,0,0,0.283
Algeria,DZA,Africa,2009,0.8285005,0,0,0,0.342
Algeria,DZA,Africa,2010,0.39534885,0,0.0091,0,0.173
Algeria,DZA,Africa,2011,1.0379905,0,0.01811875,0,0.378
Algeria,DZA,Africa,2012,1.1483607,0,0.026723014,0,0.389
Algeria,DZA,Africa,2013,0.58604157,0,0.0286,0,0.099
Algeria,DZA,Africa,2014,0.41390726,0,0.06,0.001,0.193
Algeria,DZA,Africa,2015,0.34013605,0,0.058,0.019,0.145
Algeria,DZA,Africa,2016,0.509287,0,0.245,0.019052055,0.072
Algeria,DZA,Africa,2017,0.8951049,0,0.504,0.019,0.056
Algeria,DZA,Africa,2018,1.0816808,0,0.603,0.01,0.117
Algeria,DZA,Africa,2019,1.0953188,0,0.615,0.01,0.152
Algeria,DZA,Africa,2020,0.9898268,0,0.685,0.0077,0.0496
Algeria,DZA,Africa,2021,1.1735878,0,0.664,0.0105,0.0093
Argentina,ARG,South America,1990,34.989185,0.13302182,0,0,17.713175
Argentina,ARG,South America,1991,29.710293,0.1310081,0,0,15.869253
Argentina,ARG,South America,1992,34.389725,0.12998593,0,0,19.16509
Argentina,ARG,South America,1993,38.57245,0.09599508,0,0,23.768307
Argentina,ARG,South America,1994,41.73245,0.099004395,0,0,27.286676
Argentina,ARG,South America,1995,39.635246,0.119016126,0,0,26.503681
Argentina,ARG,South America,1996,32.54642,0.22302064,0,0.009618,22.471685
Argentina,ARG,South America,1997,38.803555,0.17875852,0,0.014592,27.924665
Argentina,ARG,South America,1998,36.01876,0.20689325,1.7e-5,0.032541,26.475504
Argentina,ARG,South America,1999,26.86689,0.26199996,2.6e-5,0.034781,21.396791
Argentina,ARG,South America,2000,33.88856,0.3860283,3.6e-5,0.034758,28.575241
Argentina,ARG,South America,2001,42.82576,0.36299825,4.3e-5,0.049361,36.580173
Argentina,ARG,South America,2002,44.43623,0.5299802,4.7e-5,0.073405,35.778835
Argentina,ARG,South America,2003,39.006126,0.88059855,6.5e-5,0.077954,33.800575
Argentina,ARG,South America,2004,32.42763,0.86751235,7e-5,0.072446,30.462402
Argentina,ARG,South America,2005,34.304974,0.9164998,8.1e-5,0.07171966,34.216137
Argentina,ARG,South America,2006,34.712746,1.046309,9e-5,0.06964,38.015213
Argentina,ARG,South America,2007,28.128101,1.0708514,1.089e-4,0.061593,31.22015
Argentina,ARG,South America,2008,27.25926,1.2059801,1.437e-4,0.04195108,31.199696
Argentina,ARG,South America,2009,29.836628,1.1889358,7.6084e-5,0.036831528,34.618187
Argentina,ARG,South America,2010,28.761284,1.4423598,8.589e-5,0.025351606,33.35991
Argentina,ARG,South America,2011,26.419552,1.4191314,0.001614,0.02659055,31.18693
Argentina,ARG,South America,2012,24.0345,1.484553,0.008172967,0.369862,29.1644
Argentina,ARG,South America,2013,26.475702,1.6066635,0.015074079,0.45335487,32.771378
Argentina,ARG,South America,2014,26.075413,1.482859,0.015944,0.619491,32.416695
Argentina,ARG,South America,2015,24.65346,1.517351,0.014683,0.593335,32.33747
Argentina,ARG,South America,2016,22.214266,1.1388094,0.014273,0.547359,29.752789
Argentina,ARG,South America,2017,24.103342,1.3890371,0.016417,0.611567,31.594284
Argentina,ARG,South America,2018,25.016096,1.5898329,0.10813,1.412743,32.278667
Argentina,ARG,South America,2019,26.006308,1.6499021,0.79969794,4.9959664,27.504503
Argentina,ARG,South America,2020,26.714254,2.264699,1.344358,9.410639,23.669312
Argentina,ARG,South America,2021,25.347696,2.1038966,2.1955633,12.937551,19.597536
Australia,AUS,Oceania,1990,9.9702215,0.7595,0,0,14.7595
Australia,AUS,Oceania,1991,10.368504,0.7195,0.00545,0,15.6535
Australia,AUS,Oceania,1992,10.299597,0.67,0.0121,0,15.9415
Australia,AUS,Oceania,1993,10.323705,0.67,0.0146,0.002,16.387
Australia,AUS,Oceania,1994,9.914866,0.6965,0.0174,0.0055,16.15
Australia,AUS,Oceania,1995,9.407731,0.8255,0.02115,0.007,15.631
Australia,AUS,Oceania,1996,9.408696,0.9465,0.0256,0.007,15.9685
Australia,AUS,Oceania,1997,8.989149,0.997,0.03065,0.0075,15.9525
Australia,AUS,Oceania,1998,8.488753,1.081,0.0356,0.018,15.798
Australia,AUS,Oceania,1999,8.457535,1.1335,0.0406,0.043,16.2815
Australia,AUS,Oceania,2000,8.634437,0.8895,0.04675,0.134,16.4665
Australia,AUS,Oceania,2001,8.218014,0.7975,0.05415,0.287,16.1235
Australia,AUS,Oceania,2002,8.0833025,1.2668,0.0583,0.53355,16.095
Australia,AUS,Oceania,2003,8.659832,1.6918,0.0632,0.70405,16.21055
Australia,AUS,Oceania,2004,8.701304,2.81525,0.07295,0.795,15.68665
Australia,AUS,Oceania,2005,9.156236,3.871,0.08405,1.29905,15.4657
Australia,AUS,Oceania,2006,9.63576,3.9325,0.0975,2.1621,14.9451
Australia,AUS,Oceania,2007,9.119031,4.275,0.11375,2.8521,13.04895
Australia,AUS,Oceania,2008,8.05489,3.6961,0.1392,3.45845,11.81515
Australia,AUS,Oceania,2009,7.804379,2.7868,0.29024202,4.43775,12.64205
Australia,AUS,Oceania,2010,9.044215,2.44155,0.97764826,4.985,13.746
Australia,AUS,Oceania,2011,11.3454275,2.57395,2.0445466,6.432,19.572
Australia,AUS,Oceania,2012,11.410575,3.09785,2.412,7.725,17.036
Australia,AUS,Oceania,2013,14.870858,3.33165,3.8474,9.259,19.089
Australia,AUS,Oceania,2014,14.96213,3.546362,4.952,9.777,14.484
Australia,AUS,Oceania,2015,14.3476,3.678062,6.195524,11.833002,14.086569
Australia,AUS,Oceania,2016,15.609379,3.627513,7.4397755,13.039705,17.629421
Australia,AUS,Oceania,2017,16.313873,3.561684,8.917557,13.210791,13.499718
Australia,AUS,Oceania,2018,17.145937,3.588149,12.332544,16.261955,17.31133
Australia,AUS,Oceania,2019,21.37597,3.4677262,18.296988,19.471687,14.020776
Australia,AUS,Oceania,2020,25.503168,3.4104242,23.84266,22.606892,14.420926
Australia,AUS,Oceania,2021,29.134624,3.344045,31.193806,26.795876,15.996179
Austria,AUT,Europe,1990,66.206894,1.142485,0,0,31.509
Austria,AUT,Europe,1991,65.065765,1.225832,0,0,31.4434
Austria,AUT,Europe,1992,72.392395,1.329164,0,0,34.8484
Austria,AUT,Europe,1993,74.07047,1.361111,0.001,0,36.705555
Austria,AUT,Europe,1994,70.81174,1.210555,0.001,0,35.7075
Austria,AUT,Europe,1995,70.51468,1.857221,0.001,0.001,37.067223
Austria,AUT,Europe,1996,66.809784,1.589444,0.001,0.005,34.21611
Austria,AUT,Europe,1997,67.92385,1.711389,0.002,0.02,36.105278
Austria,AUT,Europe,1998,69.79614,1.842777,0.002,0.045,37.163334
Austria,AUT,Europe,1999,70.677574,1.5969118,0.002,0.051,40.69912
Austria,AUT,Europe,2000,72.58146,1.5282793,0.003,0.067,41.83565
Austria,AUT,Europe,2001,69.17786,1.667812,0.005,0.172,40.455482
Austria,AUT,Europe,2002,69.03938,1.520444,0.009,0.203,40.227
Austria,AUT,Europe,2003,60.695835,1.711921,0.015,0.366,33.214993
Austria,AUT,Europe,2004,63.975456,2.05973,0.018,0.924,36.762283
Austria,AUT,Europe,2005,63.389675,2.4401429,0.021018375,1.3312768,37.09514
Austria,AUT,Europe,2006,65.285805,3.2547655,0.022386875,1.752793,35.656086
Austria,AUT,Europe,2007,68.62184,4.0791254,0.024238374,2.037185,37.05445
Austria,AUT,Europe,2008,69.03876,4.177986,0.03011991,2.0112574,38.32949
Austria,AUT,Europe,2009,71.161385,4.2947526,0.04891428,1.9540402,40.896305
Austria,AUT,Europe,2010,66.24944,4.500126,0.08881314,2.0639138,38.36342
Austria,AUT,Europe,2011,65.70832,4.572212,0.17406996,1.9362364,34.23717
Austria,AUT,Europe,2012,74.71616,4.691266,0.33748305,2.462029,43.8477
Austria,AUT,Europe,2013,78.185486,4.7102733,0.625974,3.1532316,42.01672
Austria,AUT,Europe,2014,81.46706,4.5615125,0.785246,3.845768,41.007236
Austria,AUT,Europe,2015,76.94422,4.66263,0.937098,4.840343,37.156864
Austria,AUT,Europe,2016,78.28352,4.7955213,1.096016,5.2348385,39.971336
Austria,AUT,Europe,2017,75.719376,4.933439,1.268971,6.5715113,38.29375
Austria,AUT,Europe,2018,76.96802,4.9433427,1.455132,6.0304294,37.63791
Austria,AUT,Europe,2019,77.109795,4.6682663,1.702093,7.4500766,40.82597
Austria,AUT,Europe,2020,80.098274,4.6011376,2.042934,6.7915306,41.99803
Austria,AUT,Europe,2021,78.790146,4.3925185,2.1249056,6.751889,42.851505
Azerbaijan,AZE,Asia,1990,7.1613684,0,0,0,1.658
Azerbaijan,AZE,Asia,1991,7.5025053,0,0,0,1.7593
Azerbaijan,AZE,Asia,1992,8.841448,0,0,0,1.7473
Azerbaijan,AZE,Asia,1993,12.73424,0,0,0,2.426
Azerbaijan,AZE,Asia,1994,10.414888,0,0,0,1.83
Azerbaijan,AZE,Asia,1995,9.1293125,0,0,0,1.556
Azerbaijan,AZE,Asia,1996,8.996196,0,0,0,1.537
Azerbaijan,AZE,Asia,1997,10.168686,0,0,0,1.712
Azerbaijan,AZE,Asia,1998,10.8419,0,0,0,1.951
Azerbaijan,AZE,Asia,1999,8.285651,0,0,0,1.506
Azerbaijan,AZE,Asia,2000,8.611898,0,0,0,1.534
Azerbaijan,AZE,Asia,2001,7.206704,0,0,0,1.301
Azerbaijan,AZE,Asia,2002,10.828371,0,0,0,2.02
Azerbaijan,AZE,Asia,2003,12.121213,0,0,0,2.47
Azerbaijan,AZE,Asia,2004,13.323572,0,0,0,2.755
Azerbaijan,AZE,Asia,2005,14.8258705,0,0,0,3.0094
Azerbaijan,AZE,Asia,2006,11.155914,0,0,0,2.518
Azerbaijan,AZE,Asia,2007,11.331718,0,0,0,2.364
Azerbaijan,AZE,Asia,2008,10.806846,0,0,0,2.232
Azerbaijan,AZE,Asia,2009,12.821948,0,0,0.0021,2.3084
Azerbaijan,AZE,Asia,2010,19.211267,0,0,5e-4,3.4463
Azerbaijan,AZE,Asia,2011,13.787722,0,0,0,2.6758
Azerbaijan,AZE,Asia,2012,8.29493,0,0,0,1.821
Azerbaijan,AZE,Asia,2013,6.672719,0.067,8e-4,8e-4,1.4891
Azerbaijan,AZE,Asia,2014,5.5317326,0.087,0.0029,0.0023,1.2997
Azerbaijan,AZE,Asia,2015,6.9587626,0.0909,0.0046,0.0046,1.6375
Azerbaijan,AZE,Asia,2016,8.485363,0.08725,0.0353,0.0228,1.9593
Azerbaijan,AZE,Asia,2017,7.7961674,0.08515,0.0372,0.0221,1.7464
Azerbaijan,AZE,Asia,2018,7.850546,0.0811,0.03926,0.0827,1.768
Azerbaijan,AZE,Asia,2019,6.869919,0.09795,0.0442,0.1054,1.5648
Azerbaijan,AZE,Asia,2020,5.0041018,0.1003,0.047,0.0961,1.0695
Azerbaijan,AZE,Asia,2021,5.4012933,0.0966,0.0552,0.0914,1.2773
Bangladesh,BGD,Asia,1990,11.433006,0,0,0,0.884
Bangladesh,BGD,Asia,1991,10.133011,0,0,0,0.838
Bangladesh,BGD,Asia,1992,8.949854,0,0,0,0.796
Bangladesh,BGD,Asia,1993,6.604388,0,0,0,0.608
Bangladesh,BGD,Asia,1994,8.65699,0,0,0,0.847
Bangladesh,BGD,Asia,1995,3.442532,0,0,0,0.372
Bangladesh,BGD,Asia,1996,6.4406486,0,0,0,0.739
Bangladesh,BGD,Asia,1997,6.0634174,0,0,0,0.719
Bangladesh,BGD,Asia,1998,6.714796,0,0,0,0.865
Bangladesh,BGD,Asia,1999,5.764706,0,0,0,0.833
Bangladesh,BGD,Asia,2000,6.3214526,0,0,0,0.749
Bangladesh,BGD,Asia,2001,5.9792557,0,0,0,0.993
Bangladesh,BGD,Asia,2002,5.9659085,0,1e-4,0,0.749
Bangladesh,BGD,Asia,2003,6.0247445,0,9e-4,0,0.749
Bangladesh,BGD,Asia,2004,5.2020636,0,0.0019,0,0.749
Bangladesh,BGD,Asia,2005,5.033425,0,0.0034,0,0.749
Bangladesh,BGD,Asia,2006,4.7521367,0,0.0054,0.0016,0.749
Bangladesh,BGD,Asia,2007,2.6018488,0,0.009,0.0016,0.749
Bangladesh,BGD,Asia,2008,2.970297,0,0.0152,0.0029,0.95
Bangladesh,BGD,Asia,2009,1.3401768,0.001,0.0251,0.0051,0.417
Bangladesh,BGD,Asia,2010,2.182385,0.002,0.0443,0.0051,0.729
Bangladesh,BGD,Asia,2011,2.3763802,0.003,0.0584,0.0051,0.872
Bangladesh,BGD,Asia,2012,2.0292385,0.004,0.0909,0.0051,0.777
Bangladesh,BGD,Asia,2013,2.1791284,0.004993,0.129563,0.005081,0.7283787
Bangladesh,BGD,Asia,2014,1.5405097,0.006015,0.166947,0.005081,0.56645346
Bangladesh,BGD,Asia,2015,1.4928058,0.002682,0.198389,0.005081,0.89814645
Bangladesh,BGD,Asia,2016,1.9586676,0.002852,0.219999,0.005081,0.8846326
Bangladesh,BGD,Asia,2017,1.9155419,0.002852,0.253361,0.005081,1.0295281
Bangladesh,BGD,Asia,2018,1.8926592,0.002852,0.275068,0.005081,0.8654111
Bangladesh,BGD,Asia,2019,1.4337819,0.002852,0.327543,0.005081,0.8230912
Bangladesh,BGD,Asia,2020,1.7298295,0.003029704,0.39008853,0.005094921,0.7006707
Bangladesh,BGD,Asia,2021,1.7252079,0.003021426,0.4506887,0.005081,0.6818673
Belarus,BLR,Europe,1990,0.050599605,0,0,0,0.02
Belarus,BLR,Europe,1991,0.0464696,0,0,0,0.018
Belarus,BLR,Europe,1992,0.04521878,0,0,0,0.017
Belarus,BLR,Europe,1993,0.056939077,0,0,0,0.019
Belarus,BLR,Europe,1994,0.060515337,0,0,0,0.019
Belarus,BLR,Europe,1995,0.080263264,0,0,0,0.02
Belarus,BLR,Europe,1996,0.06743088,0,0,0,0.016
Belarus,BLR,Europe,1997,0.08059254,0,0,0,0.021
Belarus,BLR,Europe,1998,0.119189516,0,0,0,0.028
Belarus,BLR,Europe,1999,0.07165485,0,0,0,0.019
Belarus,BLR,Europe,2000,0.12224939,0,0,0,0.027
Belarus,BLR,Europe,2001,0.12733448,0,0,0,0.03
Belarus,BLR,Europe,2002,0.120627254,0,0,0,0.029
Belarus,BLR,Europe,2003,0.11985617,0,0,0,0.028
Belarus,BLR,Europe,2004,0.10224949,0,0,0.001010101,0.033
Belarus,BLR,Europe,2005,0.13740982,0,0,0.001,0.036
Belarus,BLR,Europe,2006,0.20100503,0.002,0,0.001,0.035
Belarus,BLR,Europe,2007,0.23427042,0.014,0,0.001,0.035
Belarus,BLR,Europe,2008,0.3342449,0.033,0,0.001,0.039
Belarus,BLR,Europe,2009,0.3511236,0.06,0,0.001,0.045
Belarus,BLR,Europe,2010,0.36585367,0.084,0,0.001,0.045
Belarus,BLR,Europe,2011,0.3966942,0.095,0,0.004,0.042
Belarus,BLR,Europe,2012,0.51849294,0.095,0,0.006,0.072
Belarus,BLR,Europe,2013,0.97939885,0.082,4e-4,0.008,0.138
Belarus,BLR,Europe,2014,0.8274594,0.079,0.002,0.009,0.121
Belarus,BLR,Europe,2015,0.8744534,0.094,0.009,0.039,0.111
Belarus,BLR,Europe,2016,1.2674271,0.094,0.026,0.073,0.142
Belarus,BLR,Europe,2017,2.2804313,0.106,0.089,0.097,0.406
Belarus,BLR,Europe,2018,2.2088902,0.109,0.118,0.099,0.324
Belarus,BLR,Europe,2019,2.4681528,0.11,0.179,0.166,0.351
Belarus,BLR,Europe,2020,3.5349352,0.268,0.17,0.185,0.4
Belarus,BLR,Europe,2021,2.9860954,0.26726776,0.2850316,0.18449454,0.343
Belgium,BEL,Europe,1990,0.7966994,0.282,0,0.007,0.266
Belgium,BEL,Europe,1991,0.75853354,0.299,0,0.008,0.229
Belgium,BEL,Europe,1992,0.8681042,0.267,0,0.009,0.341
Belgium,BEL,Europe,1993,0.7277397,0.245,0,0.008,0.254
Belgium,BEL,Europe,1994,0.85506034,0.245,0,0.009,0.346
Belgium,BEL,Europe,1995,0.9113166,0.321,0,0.009,0.338
Belgium,BEL,Europe,1996,0.7452755,0.314,0,0.008,0.239
Belgium,BEL,Europe,1997,0.7704161,0.275,0,0.008,0.305
Belgium,BEL,Europe,1998,0.9258132,0.359,0,0.011,0.389
Belgium,BEL,Europe,1999,1.0195514,0.496,0,0.013,0.341
Belgium,BEL,Europe,2000,1.2682691,0.568,0,0.016,0.46
Belgium,BEL,Europe,2001,1.3735217,0.597,0,0.037,0.441
Belgium,BEL,Europe,2002,1.4084506,0.721,0,0.057,0.36
Belgium,BEL,Europe,2003,1.435922,0.857,0,0.088,0.247
Belgium,BEL,Europe,2004,1.8089726,1.037,0.001,0.142,0.317
Belgium,BEL,Europe,2005,2.5089178,1.59,0.001,0.227,0.288
Belgium,BEL,Europe,2006,3.5632598,2.225,0.002,0.366,0.359
Belgium,BEL,Europe,2007,4.0318856,2.6,0.006,0.491,0.389
Belgium,BEL,Europe,2008,5.3375196,3.329,0.042,0.637,0.41
Belgium,BEL,Europe,2009,6.0778413,3.949,0.166,0.996,0.328
Belgium,BEL,Europe,2010,7.042102,4.330428,0.56,1.292,0.312
Belgium,BEL,Europe,2011,9.331837,4.699934,1.169,2.312,0.196
Belgium,BEL,Europe,2012,12.908377,5.202093,2.148,2.751,0.357
Belgium,BEL,Europe,2013,14.329417,5.0424,2.644,3.665,0.38
Belgium,BEL,Europe,2014,17.211727,4.4253,2.8862,4.6153,0.2952
Belgium,BEL,Europe,2015,21.212564,5.5117,3.0563,5.574,0.3184
Belgium,BEL,Europe,2016,16.972368,5.3754,3.0953,5.4173,0.37
Belgium,BEL,Europe,2017,18.603556,5.7114,3.3078,6.5183,0.2701
Belgium,BEL,Europe,2018,23.35419,5.4186,3.9032,7.5714,0.2923
Belgium,BEL,Europe,2019,21.091972,5.1735,4.2516,9.7502,0.302
Belgium,BEL,Europe,2020,26.692457,5.2749,5.1054,12.7636,0.2669
Belgium,BEL,Europe,2021,22.95264,4.916279,5.608193,11.8788595,0.37435636
Brazil,BRA,South America,1990,94.50092,3.8590624,0,0,206.708
Brazil,BRA,South America,1991,94.6263,3.9996126,0,0,217.782
Brazil,BRA,South America,1992,94.4203,4.929361,0,0,223.343
Brazil,BRA,South America,1993,95.256325,4.9839373,0,0,235.065
Brazil,BRA,South America,1994,95.40556,5.3882236,0,0,242.705
Brazil,BRA,South America,1995,94.15726,5.5937405,0,0,253.905
Brazil,BRA,South America,1996,93.56115,6.75271,0,0.002,265.769
Brazil,BRA,South America,1997,92.97818,7.378951,0,0.004,278.972
Brazil,BRA,South America,1998,92.92323,7.505233,0,0.005,291.469
Brazil,BRA,South America,1999,90.03717,8.376002,0,0.002,293
Brazil,BRA,South America,2000,90.13077,7.855363,0,0.001,304.403
Brazil,BRA,South America,2001,84.69536,8.990407,0,0.0349,267.876
Brazil,BRA,South America,2002,86.08834,10.226147,0,0.061,286.092
Brazil,BRA,South America,2003,87.456116,11.894463,0,0.061,305.616
Brazil,BRA,South America,2004,86.426,12.475056,0,0.061,320.7969
Brazil,BRA,South America,2005,87.678154,13.5909395,0,0.0929,337.45667
Brazil,BRA,South America,2006,87.28425,14.845659,0,0.237,348.80545
Brazil,BRA,South America,2007,88.725204,18.063444,0,0.66278183,374.01514
Brazil,BRA,South America,2008,84.80723,19.786257,0,1.183,369.5564
Brazil,BRA,South America,2009,89.41723,22.875872,0,1.238,390.98807
Brazil,BRA,South America,2010,85.35769,31.942375,0,2.176558,403.28983
Brazil,BRA,South America,2011,87.66188,32.62904,0,2.704769,428.33292
Brazil,BRA,South America,2012,83.11646,35.76567,9.8e-4,5.05,415.34216
Brazil,BRA,South America,2013,77.524,40.971848,0.004793593,6.575863,390.992
Brazil,BRA,South America,2014,74.04187,47.07918,0.016081803,12.210252,373.43906
Brazil,BRA,South America,2015,75.02318,49.88032,0.05891741,21.625702,359.7428
Brazil,BRA,South America,2016,81.0938,51.334698,0.08526059,33.488873,380.91095
Brazil,BRA,South America,2017,79.90915,52.912106,0.8318134,42.373257,370.90646
Brazil,BRA,South America,2018,82.919846,54.382233,3.4614348,48.47514,388.97107
Brazil,BRA,South America,2019,82.85489,54.920876,6.654579,55.985622,397.87704
Brazil,BRA,South America,2020,84.641174,58.741848,10.748342,57.050705,396.3812
Brazil,BRA,South America,2021,76.7711,54.959217,16.752281,72.28597,362.81845
Bulgaria,BGR,Europe,1990,3.8902147,0,0,0,1.878
Bulgaria,BGR,Europe,1991,5.5787663,0,0,0,2.441
Bulgaria,BGR,Europe,1992,5.361174,0,0,0,2.063
Bulgaria,BGR,Europe,1993,4.730444,0,0,0,1.942
Bulgaria,BGR,Europe,1994,3.4228542,0,0,0,1.468
Bulgaria,BGR,Europe,1995,5.210084,0,0,0,2.314
Bulgaria,BGR,Europe,1996,6.7713213,0,0,0,2.919
Bulgaria,BGR,Europe,1997,6.3864756,0,0,0,2.754
Bulgaria,BGR,Europe,1998,7.4065137,0,0,0,3.097
Bulgaria,BGR,Europe,1999,7.187994,0,0,0,2.753
Bulgaria,BGR,Europe,2000,6.477833,0,0,0,2.673
Bulgaria,BGR,Europe,2001,3.7974682,0,0,0,1.737
Bulgaria,BGR,Europe,2002,5.0368257,0,0,0,2.194
Bulgaria,BGR,Europe,2003,7.070229,0,0,0,3.029
Bulgaria,BGR,Europe,2004,7.584541,0,0,0.001,3.168
Bulgaria,BGR,Europe,2005,9.7883005,0,0,0.005,4.337
Bulgaria,BGR,Europe,2006,9.300792,0,0,0.02,4.238
Bulgaria,BGR,Europe,2007,6.7132864,0,0,0.047,2.874
Bulgaria,BGR,Europe,2008,6.5754037,0.016,0,0.122,2.824
Bulgaria,BGR,Europe,2009,8.693598,0.008,0.003,0.237,3.47
Bulgaria,BGR,Europe,2010,12.527185,0.035,0.015,0.681,5.057
Bulgaria,BGR,Europe,2011,7.7877874,0.056,0.101,0.861,2.917
Bulgaria,BGR,Europe,2012,11.295181,0.066,0.814,1.221,3.226
Bulgaria,BGR,Europe,2013,16.054832,0.111713,1.361,1.374,4.08
Bulgaria,BGR,Europe,2014,15.750214,0.200792,1.252,1.331,4.605
Bulgaria,BGR,Europe,2015,17.967146,0.270185,1.383,1.452,5.661
Bulgaria,BGR,Europe,2016,15.798923,0.353614,1.386,1.425,3.942
Bulgaria,BGR,Europe,2017,13.643445,0.395981,1.402965,1.504064,2.828103
Bulgaria,BGR,Europe,2018,20.154705,1.572966,1.342775,1.318123,5.146578
Bulgaria,BGR,Europe,2019,17.100456,1.820811,1.4425,1.317,2.9658
Bulgaria,BGR,Europe,2020,18.57285,1.699341,1.480856,1.477131,2.8692093
Bulgaria,BGR,Europe,2021,21.79704,1.694698,1.4895724,1.4332225,4.5625234
Canada,CAN,North America,1990,62.34779,3.954,0,0.001919192,295.68332
Canada,CAN,North America,1991,61.39351,3.984,0,0.001919192,307.276
Canada,CAN,North America,1992,61.643684,4.465,0.002052632,0.059,315.17465
Canada,CAN,North America,1993,61.68843,4.817,0.002052632,0.059,322.2139
Canada,CAN,North America,1994,60.328484,5.733,0.002052632,0.059,327.8556
Canada,CAN,North America,1995,61.172176,7.137866,0.003842105,0.059,334.05972
Canada,CAN,North America,1996,63.361584,7.528515,0.005894737,0.062,354.59207
Canada,CAN,North America,1997,62.360817,8.16822,0.006947368,0.062,348.67963
Canada,CAN,North America,1998,60.486572,8.987254,0.010105263,0.062,330.86993
Canada,CAN,North America,1999,61.290306,8.943149,0.013263158,0.162,345.0008
Canada,CAN,North America,2000,61.809593,8.917043,0.016421054,0.264,356.76007
Canada,CAN,North America,2001,59.32876,9.67215,0.019578947,0.329,331.52103
Canada,CAN,North America,2002,61.14774,10.046104,0.022736842,0.405,349.27463
Canada,CAN,North America,2003,60.078968,9.4172945,0.022789475,0.69,336.13937
Canada,CAN,North America,2004,59.69678,9.804526,0.014263158,0.945,338.39835
Canada,CAN,North America,2005,60.82082,9.155414,0.017,1.5674546,361.95575
Canada,CAN,North America,2006,60.82716,8.938046,0.021,2.4730656,352.8873
Canada,CAN,North America,2007,61.246067,8.991077,0.026,3.0072787,367.62146
Canada,CAN,North America,2008,62.65207,7.978966,0.035,3.7885141,377.48773
Canada,CAN,North America,2009,63.891922,8.942057,0.109,6.6416516,368.6874
Canada,CAN,North America,2010,62.942146,10.297558,0.25555557,8.724192,351.3848
Canada,CAN,North America,2011,64.09229,10.213784,0.5717152,10.188574,375.72372
Canada,CAN,North America,2012,65.09873,10.913819,0.88080704,11.311488,380.26715
Canada,CAN,North America,2013,65.43208,11.03561,1.4989899,11.145443,391.78888
Canada,CAN,North America,2014,64.791145,9.795245,2.120201,12.81707,382.50137
Canada,CAN,North America,2015,65.294624,9.987179,2.8949516,26.96639,382.19327
Canada,CAN,North America,2016,66.18906,11.359523,4.0323224,30.933117,385.43243
Canada,CAN,North America,2017,67.53994,10.850481,3.5737383,31.513615,394.58737
Canada,CAN,North America,2018,67.36857,10.541605,3.7969697,33.144466,385.89395
Canada,CAN,North America,2019,67.174164,10.307284,4.0797977,32.875572,381.77032
Canada,CAN,North America,2020,68.77964,9.385263,4.280405,35.641922,386.54474
Canada,CAN,North America,2021,68.16998,9.695907,5.1617374,35.117035,380.84628
Chile,CHL,South America,1990,53.834267,0.963,0,0,8.941428
Chile,CHL,South America,1991,70.97458,1.033,0,0,13.135654
Chile,CHL,South America,1992,82.69866,1.743,0,0,16.74015
Chile,CHL,South America,1993,78.987724,1.75,0,0,17.217321
Chile,CHL,South America,1994,74.26599,1.786,0,0,16.985472
Chile,CHL,South America,1995,72.40424,1.879,0,0,18.413738
Chile,CHL,South America,1996,60.44451,1.738,0,0,16.873468
Chile,CHL,South America,1997,62.13549,1.743,0,0,18.943148
Chile,CHL,South America,1998,48.170887,1.161,0,0,15.937255
Chile,CHL,South America,1999,39.149124,1.45,0,0,13.577
Chile,CHL,South America,2000,47.506424,1.375,0,0,19.081
Chile,CHL,South America,2001,51.772526,1.683,0,0.007,21.68
Chile,CHL,South America,2002,53.10361,1.781,0,0.007,23.187
Chile,CHL,South America,2003,48.38281,1.695,0,0.007,22.603
Chile,CHL,South America,2004,42.88944,2.031,0,0.005,20.969337
Chile,CHL,South America,2005,50.217308,1.79,0,0.007,25.5755
Chile,CHL,South America,2006,52.324062,1.431,0,0.007,28.21505
Chile,CHL,South America,2007,39.81779,2.696,0,0.0112,22.33486
Chile,CHL,South America,2008,42.185562,3.5882213,0,0.03812314,24.266146
